nrow,id,dia,aerolinea,destino,region,dest_size,area_abordaje,fecha_salida,espera_min,limpieza,seguridad,satisfaccion,espera_hr,espera_tipo,tipo_dia_semana
1647,1796,domingo,ALASKA,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 50-59,2018-12-31,145.0,Algo limpio,Algo seguro,Algo satisfecho,2.4166666666666665,medio,weekend
1648,2189,miércoles,AER LINGUS,DUBLIN,europa,Large,Gates 91-102,2018-12-31,210.0,Algo limpio,Muy seguro,Algo satisfecho,3.5,largo,weekday
1649,2667,sábado,AEROMEXICO,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 1-12,2018-12-31,155.0,Limpio,Muy seguro,Neutral,2.5833333333333335,medio,weekend
1650,1136,martes,SUDOESTE,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,70.0000000000001,Promedio,Algo seguro,Algo satisfecho,1.1666666666666683,medio,weekday
1651,2098,viernes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,159.0,Limpio,Muy seguro,Algo satisfecho,2.65,medio,weekday
1652,2818,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,610.0,Limpio,Muy seguro,Algo satisfecho,10.166666666666666,largo,weekday
1654,650,martes,ALASKA,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 50-59,2018-12-31,120.0,Promedio,Muy seguro,Neutral,2.0,medio,weekday
1655,1032,viernes,AIR CANADA,VANCOUVER,canadá / méxico,Medium,Gates 91-102,2018-12-31,94.9999999999998,Algo limpio,Muy seguro,Neutral,1.58333333333333,medio,weekday
1656,3019,martes,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,362.0,Promedio,Neutral,Algo satisfecho,6.033333333333333,largo,weekday
1657,3029,martes,AMERICAN,DALLAS-FT. VALOR,medio oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,110.0,Limpio,Muy seguro,Muy satisfecho,1.8333333333333333,medio,weekday
1658,893,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,150.0,Limpio,Muy seguro,Muy satisfecho,2.5,medio,weekday
1659,2272,sábado,UNITED,BAKERSFIELD,oeste de ee. uu.,Small,Gates 70-90,2018-12-31,88.0,Algo limpio,Muy seguro,Algo satisfecho,1.4666666666666666,medio,weekend
1660,2009,viernes,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,205.0,Limpio,Algo seguro,Neutral,3.4166666666666665,largo,weekday
1661,1443,miércoles,FRONTIER,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-01-01,179.0,Limpio,Muy seguro,Muy satisfecho,2.9833333333333334,medio,weekday
1662,1586,miércoles,UNITED INTL,HONG KONG,asia,Hub,Gates 91-102,2018-12-31,240.0,Limpio,Muy seguro,Muy satisfecho,4.0,largo,weekday
1663,1269,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,165.0,Promedio,Neutral,Algo satisfecho,2.75,medio,weekday
1664,733,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,155.0,Promedio,Algo seguro,Neutral,2.5833333333333335,medio,weekday
1665,1615,jueves,VIRGIN ATLANTIC,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,230.0,Limpio,Muy seguro,Algo satisfecho,3.8333333333333335,largo,weekday
1666,2139,miércoles,FRONTIER,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,153.0,Limpio,Neutral,Algo satisfecho,2.55,medio,weekday
1667,361,viernes,LUFTHANSA,FRANKFURT,europa,Hub,Gates 91-102,2018-12-31,145.0,Algo limpio,Muy seguro,Algo satisfecho,2.4166666666666665,medio,weekday
1668,2034,miércoles,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho,1.5,medio,weekday
1669,260,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,105.0,Limpio,Muy seguro,Algo satisfecho,1.75,medio,weekday
1670,3078,domingo,PHILIPPINE AIRLINES,MANILA,asia,Medium,Gates 1-12,2018-01-01,230.0,Algo limpio,Neutral,Algo satisfecho,3.8333333333333335,largo,weekend
1672,1494,miércoles,HAWAIIAN AIR,HONOLULU,oeste de ee. uu.,Medium,Gates 1-12,2018-12-31,90.0,Algo limpio,Muy seguro,Algo satisfecho,1.5,medio,weekday
1673,1809,domingo,ALASKA,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 50-59,2018-12-31,70.0000000000001,Algo limpio,Neutral,Algo satisfecho,1.1666666666666683,medio,weekend
1674,2614,sábado,INTERJET,GUADALAJARA,canadá / méxico,Medium,Gates 1-12,2018-12-31,165.0,Algo limpio,Algo seguro,Algo satisfecho,2.75,medio,weekend
1675,822,domingo,ALASKA,NASHVILLE,medio oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,156.0,Algo limpio,Muy seguro,Neutral,2.6,medio,weekend
1676,225,miércoles,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,160.0,Limpio,Muy seguro,Algo satisfecho,2.6666666666666665,medio,weekday
1677,2187,miércoles,QANTAS,SYDNEY,australia / nueva zelanda,Hub,Gates 1-12,2018-12-31,195.0,Algo limpio,Algo seguro,Neutral,3.25,largo,weekday
1678,1650,sábado,VIRGIN ATLANTIC,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,170.0,Limpio,Algo seguro,Algo satisfecho,2.8333333333333335,medio,weekend
1679,3270,martes,UNITED,LAS VEGAS,west us,Hub,Gates 70-90,2018-12-31,130.0,Promedio,Muy seguro,Algo satisfecho,2.1666666666666665,medio,weekday
1680,2267,sábado,UNITED,BAKERSFIELD,west us,Small,Gates 70-90,2018-12-31,118.0,Algo limpio,Muy seguro,Algo satisfecho,1.9666666666666666,medio,weekend
1681,388,viernes,ALASKA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,100.0,Algo limpio,Muy seguro,Algo satisfecho,1.6666666666666667,medio,weekday
1682,2744,viernes,UNITED,KAHULUI,oeste de ee. uu.,Small,Gates 60-69,2018-12-31,92.0,Algo limpio,Neutral,Algo satisfecho,1.5333333333333334,medio,weekday
1683,1057,viernes,AIR CANADA,CALGARY,canadá / méxico,Medium,Gates 91-102,2018-12-31,295.0,Limpio,Algo seguro,Algo satisfecho,4.916666666666667,largo,weekday
1684,2192,jueves,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,180.0,Limpio,Muy seguro,Muy satisfecho,3.0,medio,weekday
1685,2644,martes,JETBLUE,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 1-12,2018-12-31,120.0,Promedio,Algo seguro,Algo satisfecho,2.0,medio,weekday
1687,1205,martes,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,59.99999999999989,Limpio,Algo seguro,Algo satisfecho,0.9999999999999982,corto,weekday
1688,724,miércoles,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,227.0,Algo limpio,Muy seguro,Algo satisfecho,3.783333333333333,largo,weekday
1689,2095,viernes,JETBLUE,LONG BEACH,oeste de ee. uu.,Small,Gates 1-12,2018-12-31,139.0,Limpio,Muy seguro,Algo satisfecho,2.316666666666667,medio,weekday
1690,1318,martes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,140.0,Limpio,Neutral,Algo satisfecho,2.3333333333333335,medio,weekday
1691,997,viernes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,85.0,Algo limpio,Algo seguro,Algo satisfecho,1.4166666666666667,medio,weekday
1692,1202,martes,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,40.0,Promedio,Neutral,Neutral,0.6666666666666666,corto,weekday
1693,1911,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,125.0,Promedio,Neutral,Neutral,2.0833333333333335,medio,weekend
1695,300,jueves,UNITED,SAN DIEGO,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,152.0,Algo limpio,Muy seguro,Algo satisfecho,2.533333333333333,medio,weekday
1696,2312,jueves,AMERICAN,CHICAGO-O'HARE,midwest us,Hub,Gates 50-59,2018-12-31,165.0,Algo limpio,Algo seguro,Algo satisfecho,2.75,medio,weekday
1697,3281,miércoles,SUDOESTE,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,125.0,Algo limpio,Muy seguro,Neutral,2.0833333333333335,medio,weekday
1698,830,domingo,ALASKA,NASHVILLE,medio oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,246.0,Algo limpio,Muy seguro,Algo insatisfecho,4.1,largo,weekend
1699,2645,martes,UNITED,CHICAGO-O'HARE,midwest us,Hub,Gates 60-69,2018-12-31,120.0,Limpio,Muy seguro,Muy satisfecho,2.0,medio,weekday
1701,2866,miércoles,UNITED,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 70-90,2018-12-31,86.9999999999999,Algo limpio,Muy seguro,Algo satisfecho,1.4499999999999984,medio,weekday
1702,400,sábado,UNITED,PHOENIX,west us,Hub,Gates 70-90,2018-12-31,115.0,Limpio,Muy seguro,Muy satisfecho,1.9166666666666667,medio,weekend
1703,1857,domingo,ALASKA,KAHULUI,oeste de ee. uu.,Small,Gates 50-59,2018-12-31,115.0,Algo limpio,Algo seguro,Neutral,1.9166666666666667,medio,weekend
1704,357,viernes,LUFTHANSA,FRANKFURT,europa,Hub,Gates 91-102,2018-12-31,150.0,Algo limpio,Algo seguro,Algo satisfecho,2.5,medio,weekday
1705,2615,sábado,AEROMEXICO,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 1-12,2018-12-31,245.0,Promedio,Neutral,Neutral,4.083333333333333,largo,weekend
1706,204,miércoles,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,130.0,Promedio,Muy seguro,Neutral,2.1666666666666665,medio,weekday
1707,2729,miércoles,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,105.0,Limpio,Muy seguro,Muy satisfecho,1.75,medio,weekday
1708,301,miércoles,SUDOESTE,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,94.9999999999999,Promedio,Algo seguro,Algo satisfecho,1.5833333333333317,medio,weekday
1709,2198,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,120.0,Promedio,Neutral,Neutral,2.0,medio,weekday
1710,2492,viernes,UNITED,DENVER,oeste de ee. uu.,Hub,Gates 70-90,2018-12-31,56.0,Algo limpio,Muy seguro,Algo satisfecho,0.9333333333333333,corto,weekday
1711,1390,martes,UNITED INTL,PARIS-DE GAULLE,europa,Hub,Gates 91-102,2018-12-31,165.0,Limpio,Muy seguro,Muy satisfecho,2.75,medio,weekday
1712,2509,viernes,ALASKA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 1-12,2018-12-31,75.0000000000001,Limpio,Muy seguro,Muy satisfecho,1.2500000000000016,medio,weekday
1713,1694,domingo,ALASKA,SANTA ANA,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,292.0,Limpio,Muy seguro,Muy satisfecho,4.866666666666666,largo,weekend
1714,1427,sábado,UNITED,KANSAS CITY,midwest us,Medium,Gates 70-90,2018-12-31,59.99999999999989,Promedio,Algo seguro,Neutral,0.9999999999999982,corto,weekend
1715,3247,miércoles,AMERICAN,PHOENIX,west us,Hub,Gates 50-59,2018-12-31,425.0,Limpio,Muy seguro,Muy satisfecho,7.083333333333333,largo,weekday
1716,969,viernes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,235.0,Algo limpio,Algo seguro,Neutral,3.9166666666666665,largo,weekday
1717,2064,viernes,UNITED,NEWARK,east us,Hub,Gates 70-90,2018-12-31,135.0,Limpio,Algo seguro,Algo satisfecho,2.25,medio,weekday
1718,1434,miércoles,FRONTIER,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-01-01,209.0,Limpio,Muy inseguro,Algo satisfecho,3.4833333333333334,largo,weekday
1719,1066,viernes,AIR CANADA,CALGARY,canadá / méxico,Medium,Gates 91-102,2018-12-31,235.0,Limpio,Muy seguro,Muy satisfecho,3.9166666666666665,largo,weekday
1720,267,viernes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,175.0,Algo limpio,Algo seguro,Algo satisfecho,2.9166666666666665,medio,weekday
1721,2017,viernes,BRITISH AIRWAYS,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,90.0,Algo limpio,Neutral,Algo satisfecho,1.5,medio,weekday
1723,1768,jueves,AMERICAN,CHICAGO-O'HARE,midwest us,Hub,Gates 50-59,2018-12-31,95.0,Algo limpio,Algo seguro,Algo satisfecho,1.5833333333333333,medio,weekday
1724,1728,lunes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,390.0,Algo limpio,Algo seguro,Neutral,6.5,largo,weekday
1725,3049,martes,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,80.0,Limpio,Muy seguro,Muy satisfecho,1.3333333333333333,medio,weekday
1726,1408,sábado,UNITED,KANSAS CITY,midwest us,Medium,Gates 70-90,2018-12-31,169.0,Algo limpio,Algo seguro,Algo satisfecho,2.816666666666667,medio,weekend
1727,2898,domingo,WOW,REYKJAVIK,europa,Small,Gates 1-12,2018-12-31,175.0,Algo limpio,Algo seguro,Algo satisfecho,2.9166666666666665,medio,weekend
1728,2511,viernes,ALASKA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 1-12,2018-12-31,120.0,Promedio,Algo seguro,Algo satisfecho,2.0,medio,weekday
1730,3240,miércoles,AMERICAN,PHOENIX,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,155.0,Algo limpio,Muy seguro,Neutral,2.5833333333333335,medio,weekday
1731,4,martes,SUDOESTE,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,75.0000000000001,Algo limpio,Algo seguro,Neutral,1.2500000000000016,medio,weekday
1732,334,miércoles,SUDOESTE,PHOENIX,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,200.0,Algo limpio,Algo seguro,Neutral,3.3333333333333335,largo,weekday
1733,3113,domingo,ALASKA,NEWARK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,110.0,Promedio,Muy seguro,Neutral,1.8333333333333333,medio,weekend
1734,1457,sábado,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,84.9999999999999,Limpio,Muy seguro,Algo satisfecho,1.416666666666665,medio,weekend
1735,2652,martes,SUDOESTE,DENVER,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,79.9999999999999,Limpio,Muy seguro,Algo satisfecho,1.3333333333333317,medio,weekday
1736,1391,martes,UNITED INTL,SHANGHAI,asia,Hub,Gates 91-102,2018-12-31,105.0,Limpio,Muy seguro,Muy satisfecho,1.75,medio,weekday
1737,3187,jueves,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,345.0,Algo limpio,Algo seguro,Neutral,5.75,largo,weekday
1738,3056,martes,AMERICAN,MIAMI,east us,Hub,Gates 50-59,2018-12-31,245.0,Algo limpio,Muy seguro,Muy satisfecho,4.083333333333333,largo,weekday
1739,2891,miércoles,UNITED,AUSTIN,medio oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,210.0,Limpio,Muy seguro,Muy satisfecho,3.5,largo,weekday
1740,878,martes,ALASKA,SEATTLE,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,115.0,Limpio,Muy seguro,Muy satisfecho,1.9166666666666667,medio,weekday
1741,1808,lunes,UNITED INTL,LONDON HEATHROW,europa,Hub,Gates 91-102,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho,2.5833333333333335,medio,weekday
1742,2779,domingo,WOW,REYKJAVIK,europa,Small,Gates 1-12,2018-12-31,145.0,Limpio,Muy seguro,Muy satisfecho,2.4166666666666665,medio,weekend
1743,604,jueves,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,282.0,Algo limpio,Algo seguro,Algo satisfecho,4.7,largo,weekday
1744,2449,martes,JETBLUE,BOSTON,este de ee. uu.,Large,Gates 1-12,2018-12-31,87.0,Promedio,Algo seguro,Algo satisfecho,1.45,medio,weekday
1746,1759,lunes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,295.0,Algo limpio,Algo seguro,Algo satisfecho,4.916666666666667,largo,weekday
1747,2396,miércoles,UNITED INTL,SYDNEY,australia / nueva zelanda,Hub,Gates 91-102,2018-12-31,125.0,Algo limpio,Muy seguro,Algo satisfecho,2.0833333333333335,medio,weekday
1748,1206,martes,SUDOESTE,LAS VEGAS,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,165.0,Promedio,Neutral,Algo satisfecho,2.75,medio,weekday
1750,2119,lunes,UNITED INTL,CIUDAD DE MÉXICO,canadá / méxico,Hub,Gates 91-102,2018-12-31,160.0,Limpio,Muy seguro,Algo satisfecho,2.6666666666666665,medio,weekday
1751,2015,viernes,BRITISH AIRWAYS,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,225.0,Limpio,Algo seguro,Algo insatisfecho,3.75,largo,weekday
1752,2047,viernes,BRITISH AIRWAYS,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,180.0,Algo limpio,Muy seguro,Algo satisfecho,3.0,medio,weekday
1753,2217,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,180.0,Promedio,Neutral,Algo satisfecho,3.0,medio,weekday
1754,1259,jueves,UNITED INTL,TOKYO-NARITA,asia,Hub,Gates 91-102,2018-12-31,270.0,Algo limpio,Neutral,Algo satisfecho,4.5,largo,weekday
1755,1939,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,185.0,Algo limpio,Algo seguro,Muy satisfecho,3.0833333333333335,largo,weekend
1756,1555,miércoles,DELTA,ATLANTA,east us,Hub,Gates 40-48,2018-12-31,105.0,Algo limpio,Algo seguro,Neutral,1.75,medio,weekday
1757,1642,sábado,VIRGIN ATLANTIC,LONDON HEATHROW,europa,Hub,Gates 1-12,2018-12-31,170.0,Promedio,Muy seguro,Algo satisfecho,2.8333333333333335,medio,weekend
1758,2300,jueves,AMERICAN,CHICAGO-O'HARE,midwest us,Hub,Gates 50-59,2018-12-31,120.0,Limpio,Algo seguro,Muy satisfecho,2.0,medio,weekday
1759,1461,martes,ALASKA,NUEVA YORK-JFK,este de ee. uu.,Hub,Gates 50-59,2018-12-31,340.0,Promedio,Algo seguro,Neutral,5.666666666666667,largo,weekday
1760,2206,miércoles,AER LINGUS,DUBLIN,europa,Large,Gates 91-102,2018-12-31,210.0,Limpio,Algo seguro,Algo satisfecho,3.5,largo,weekday
1761,1742,sábado,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,215.0,Limpio,Muy seguro,Muy satisfecho,3.5833333333333335,largo,weekend
1764,1448,sábado,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,160.0,Algo limpio,Algo seguro,Muy satisfecho,2.6666666666666665,medio,weekend
1765,1248,jueves,ESTE DE CHINA,SHANGHAI,asia,Hub,Gates 1-12,2018-12-31,140.0,Algo limpio,Algo seguro,Algo satisfecho,2.3333333333333335,medio,weekday
1767,3079,domingo,COPA,CIUDAD DE PANAMÁ,centroamérica / sudamérica,Medium,Gates 1-12,2018-12-31,193.0,Limpio,Algo seguro,Algo satisfecho,3.216666666666667,largo,weekend
1768,2962,martes,AMERICAN,NEW YORK-JFK,east us,Hub,Gates 50-59,2018-12-31,115.0,Algo limpio,Algo seguro,Algo satisfecho,1.9166666666666667,medio,weekday
1769,567,jueves,ALASKA,SEATTLE,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,59.99999999999989,Algo limpio,Algo seguro,Neutral,0.9999999999999982,corto,weekday
1770,3246,miércoles,AMERICAN,PHOENIX,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,94.9999999999998,Limpio,Neutral,Algo satisfecho,1.58333333333333,medio,weekday
1771,1627,jueves,KOREAN AIR,SEÚL,asia,Hub,Gates 1-12,2018-12-31,225.0,Limpio,Muy seguro,Algo satisfecho,3.75,largo,weekday
1772,1749,lunes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,145.0,Limpio,Muy seguro,Algo satisfecho,2.4166666666666665,medio,weekday
1774,996,viernes,LUFTHANSA,MUNICH,europa,Hub,Gates 91-102,2018-12-31,55.0,Algo limpio,Algo seguro,Neutral,0.9166666666666666,corto,weekday
1775,706,miércoles,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,245.0,Algo limpio,Muy seguro,Muy satisfecho,4.083333333333333,largo,weekday
1776,1689,sábado,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,120.0,Algo limpio,Muy seguro,Algo satisfecho,2.0,medio,weekend
1777,3032,martes,UNITED,PORTLAND,oeste de ee. uu.,Medium,Gates 70-90,2018-12-31,95.0000000000001,Promedio,Algo seguro,Neutral,1.583333333333335,medio,weekday
1778,704,jueves,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,185.0,Promedio,Algo seguro,Neutral,3.0833333333333335,largo,weekday
1779,1629,jueves,KOREAN AIR,SEÚL,asia,Hub,Gates 1-12,2018-12-31,135.0,Promedio,Muy seguro,Algo satisfecho,2.25,medio,weekday
1780,2485,viernes,UNITED,DENVER,oeste de ee. uu.,Hub,Gates 70-90,2018-12-31,155.0,Algo limpio,Algo seguro,Algo satisfecho,2.5833333333333335,medio,weekday
1782,3146,jueves,DELTA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 40-48,2018-12-31,45.0,Promedio,Muy seguro,Neutral,0.75,corto,weekday
1785,470,domingo,UNITED,DENVER,oeste de ee. uu.,Hub,Gates 70-90,2018-12-31,131.0,Limpio,Neutral,Algo satisfecho,2.183333333333333,medio,weekend
1786,1665,sábado,EMIRATES,DUBAI,medio oriente,Hub,Gates 1-12,2018-12-31,132.0,Limpio,Muy seguro,Muy satisfecho,2.2,medio,weekend
1787,1765,jueves,AMERICAN,CHICAGO-O'HARE,midwest us,Hub,Gates 50-59,2018-12-31,100.0,Algo limpio,Algo seguro,Algo satisfecho,1.6666666666666667,medio,weekday
1788,218,miércoles,AMERICAN,LOS ANGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,95.0000000000001,Limpio,Muy seguro,Algo satisfecho,1.583333333333335,medio,weekday
1789,640,jueves,ALASKA,NUEVA ORLEANS,medio oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,140.0,Algo limpio,Algo seguro,Muy satisfecho,2.3333333333333335,medio,weekday
1791,2273,miércoles,WOW,REYKJAVIK,europa,Small,Gates 91-102,2018-12-31,175.0,Limpio,Muy seguro,Algo satisfecho,2.9166666666666665,medio,weekday
1792,3219,jueves,ALASKA,PORTLAND,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,160.0,Promedio,Muy seguro,Algo satisfecho,2.6666666666666665,medio,weekday
1794,397,viernes,ALASKA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,175.0,Algo limpio,Muy seguro,Algo satisfecho,2.9166666666666665,medio,weekday
1796,332,miércoles,SUDOESTE,PHOENIX,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,200.0,Algo limpio,Muy seguro,Algo satisfecho,3.3333333333333335,largo,weekday
1797,1023,viernes,AIR CANADA,VANCOUVER,canadá / méxico,Medium,Gates 91-102,2018-12-31,79.9999999999999,Limpio,Muy seguro,Algo satisfecho,1.3333333333333317,medio,weekday
1798,1840,lunes,TURKISH AIRLINES,ESTAMBUL,oriente medio,Hub,Gates 91-102,2018-12-31,165.0,Promedio,Algo seguro,Algo satisfecho,2.75,medio,weekday
1799,2897,jueves,DELTA,SALT LAKE CITY,oeste de ee. uu.,Medium,Gates 40-48,2018-12-31,155.0,Limpio,Muy seguro,Muy satisfecho,2.5833333333333335,medio,weekday
1801,1350,martes,UNITED INTL,SHANGHAI,asia,Hub,Gates 91-102,2018-12-31,260.0,Algo limpio,Muy seguro,Algo satisfecho,4.333333333333333,largo,weekday
1802,1376,martes,UNITED INTL,SHANGHAI,asia,Hub,Gates 91-102,2018-12-31,205.0,Algo limpio,Algo seguro,Algo satisfecho,3.4166666666666665,largo,weekday
1803,1507,miércoles,DELTA,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 40-48,2018-12-31,120.0,Limpio,Muy seguro,Algo satisfecho,2.0,medio,weekday
1804,1792,sábado,UNITED,RALEIGH-DURHAM,este de ee. uu.,Medium,Gates 70-90,2018-12-31,540.0,Algo limpio,Muy seguro,Algo satisfecho,9.0,largo,weekend
1805,514,domingo,UNITED,KAHULUI,oeste de ee. uu.,Small,Gates 60-69,2018-12-31,302.0,Algo limpio,Muy seguro,Algo satisfecho,5.033333333333333,largo,weekend
1806,459,domingo,ALASKA,LAS VEGAS,oeste de ee. uu.,Hub,Gates 50-59,2018-12-31,90.0,Limpio,Muy seguro,Neutral,1.5,medio,weekend
1807,1926,sábado,AIR FRANCE / KLM,PARIS-DE GAULLE,europa,Hub,Gates 1-12,2018-12-31,110.0,Promedio,Algo seguro,Algo satisfecho,1.8333333333333333,medio,weekend
1808,5,martes,SUDOESTE,LOS ÁNGELES,oeste de ee. uu.,Hub,Gates 20-39,2018-12-31,170.0,Algo limpio,Muy seguro,Algo satisfecho,2.8333333333333335,medio,weekday
1809,590,jueves,ALASKA,WASHINGTON DC-DULLES,este de ee. uu.,Medium,Gates 50-59,2018-12-31,145.0,Algo limpio,Muy seguro,Algo satisfecho,2.4166666666666665,medio,weekday
1810,1506,miércoles,HAWAIIAN AIR,HONOLULU,oeste de ee. uu.,Medium,Gates 1-12,2018-12-31,168.0,Limpio,Muy seguro,Muy satisfecho,2.8,medio,weekday
1811,1741,lunes,AIR CANADA,TORONTO,canadá / méxico,Hub,Gates 91-102,2018-12-31,270.0,Limpio,Muy seguro,Algo satisfecho,4.5,largo,weekday
1812,2208,jueves,CATHAY PACIFIC,HONG KONG,asia,Hub,Gates 1-12,2018-12-31,725.0,Algo limpio,Algo seguro,Neutral,12.083333333333334,largo,weekday
1813,542,jueves,EMIRATES,DUBAI,medio oriente,Hub,Gates 1-12,2018-12-31,135.0,Limpio,Muy seguro,Muy satisfecho,2.25,medio,weekday
1814,1766,jueves,AMERICAN,CHICAGO-O'HARE,midwest us,Hub,Gates 50-59,2018-12-31,145.0,Limpio,Muy seguro,Muy satisfecho,2.4166666666666665,medio,weekday
1815,1697,domingo,ALASKA,SANTA ANA,oeste de ee. uu.,Medium,Gates 50-59,2018-12-31,247.0,Algo limpio,Muy seguro,Algo satisfecho,4.116666666666666,largo,weekend
1816,2439,miércoles,AIR NEW ZEALAND,AUCKLAND,australia / nueva zelanda,Medium,Gates 91-102,2018-12-31,250.0,Sucio,Neutral,Neutral,4.166666666666667,largo,weekday
